niche,sub_service,specific_service,phrase,urgency,outcome,paid
appliance repair,washer,washer leak repair,It's a stackable one.,routine,callback,1
appliance repair,washer,washer leak repair,For about a week.,routine,callback,1
appliance repair,washer,washer shaking / off balance,"It spins off balance, and it's gotten to the point where it won't shut off",routine,booked,0
appliance repair,washer,washer shaking / off balance,I need my washing machine fixed,routine,no_sale,1
appliance repair,washer,washer shaking / off balance,"shaking real, real hard, and then it's a Samsung",routine,no_sale,1
appliance repair,washer,washer shaking / off balance,having trouble with it spinning,routine,booked,1
appliance repair,washer,washer shaking / off balance,the washing it is off balance,routine,booked,1
appliance repair,washer,washer shaking / off balance,It's an Amana,routine,booked,0
appliance repair,washer,washer drain pump,I'm having some issues with my washing machine,routine,booked,1
appliance repair,washer,washer drain pump,when the water won't drain out,routine,no_sale,1
appliance repair,washer,washer drain pump,Do you repair washers?,routine,no_sale,1
appliance repair,washer,washer drain pump,the code fault it's given me is about the drain pump,routine,booked,1
appliance repair,washer,washer drain pump,it gets a message code of E4 on it,routine,no_sale,1
appliance repair,washer,washer drain pump,it's a washer dryer combo,routine,booked,1
appliance repair,washer,washer hoses,I have a question about appliances and new hoses versus existing hoses.,routine,no_sale,1
appliance repair,washer,washer hoses,why would I want to give up my stainless steel hoses for rubber hoses?,routine,no_sale,1
appliance repair,washer,washer hoses,I have a new washer coming,routine,no_sale,1
appliance repair,washer,washer seal replacement,How much would it be to replace a rubber seal on a Whirlpool Duet washing machine?,routine,no_sale,0
appliance repair,washer,washer seal replacement,we just need the labor basically,routine,no_sale,0
appliance repair,washer,washer seal replacement,we already have the parts,routine,no_sale,0
appliance repair,washer,dishwasher stuck in drain mode,I'm looking to see if I can get someone to come help me diagnose and fix it,routine,booked,1
appliance repair,washer,dishwasher stuck in drain mode,"I have a Samsung dishwasher, which is sort of like constantly in draining mode with the normal cycle light blinking",routine,booked,1
appliance repair,washer,dishwasher removal / sink drain leak,I need somebody to take out the dishwasher so we can take a look at the leak,routine,callback,1
appliance repair,washer,dishwasher removal / sink drain leak,there's a leak on the drain of my sink,routine,callback,1
appliance repair,washer,washer repair inquiry (whirlpool),"I live in Justice, and I was just inquiring.",routine,unknown,1
appliance repair,washer,washer repair inquiry (whirlpool),Do you do whirlpool washers?,routine,unknown,1
appliance repair,washer,washer shaking/ur code (samsung),I need my washing machine fixed,routine,no_sale,1
appliance repair,washer,washer shaking/ur code (samsung),"shaking real, real hard, and then it's a Samsung",routine,no_sale,1
appliance repair,washer,washer repair (f5 lock error),"I have a Whirlpool Cabrio washer, top-load washer",routine,booked,1
appliance repair,washer,washer repair (f5 lock error),I'm getting a code of F5,routine,booked,1
appliance repair,washer,stove/dishwasher/garbage disposal repair,They're having issues with their stove. The garbage disposal needs to be looked at and fixed as well as the dishwasher,urgent,booked,1
appliance repair,washer,stove/dishwasher/garbage disposal repair,fix some things that are broken,urgent,booked,1
appliance repair,washer,stove & washer repair,there's like a musty smell to my clothes,routine,callback,1
appliance repair,washer,stove & washer repair,the oven gas burner isn't coming on,routine,callback,1
appliance repair,washer,washer agitator repair,A washer. The agitator is no longer working,routine,quoted,1
appliance repair,washer,washer repair (frigidaire),What do you all charge for diagnostics on a Frigidaire Max 4 washer?,urgent,booked,1
appliance repair,washer,front loader washer door error,"I have a GE front loader washer, and it keeps saying door",routine,booked,1
appliance repair,washer,washer gasket replacement,I wanted to get a quote on getting a front load washer gasket replaced,routine,callback,0
appliance repair,washer,dishwasher drain line repair (bosch),"I have a dishwasher, a Bosch, and I think the line is clogged",routine,booked,1
appliance repair,washer,commercial dishwasher repair (hobart),"We have a Hobart commercial dishwasher, and it is leaking out of the pressure relief drain",routine,booked,1
appliance repair,washer,washer error code (ac6),I'm having issues with a washer. It's showing AC6 as like an error code,routine,booked,1
appliance repair,dryer,dryer repair,"Trying to clean out the lint trap, trying to take the back part out, cannot seem to figure out how to do it on this Maytag dryer",routine,booked,0
appliance repair,dryer,dryer repair,the freezer works but the cooler is either not working or not working well enough like it can only get to like 55 degrees,routine,booked,1
appliance repair,dryer,dryer repair,a window of 12 to 3 today to come by and look at an LG washer-dryer combo that's leaking from the bottom,routine,booked,1
appliance repair,dryer,dryer repair,I'd like to schedule an appointment for someone to come out to repair my Kenmore gas dryer,routine,callback,0
appliance repair,dryer,dryer repair,I have a LG washer-dryer combo unit that is leaking from the middle of the bottom of it,routine,callback,0
appliance repair,dryer,dryer repair,"I have a refrigerator door that needs to be fixed, or a freezer door, actually.",routine,booked,1
appliance repair,dryer,dryer repair,"when I turn it on, the light inside doesn't come on and it continually runs",routine,callback,0
appliance repair,dryer,dryer repair,I'm calling to see if I can set an appointment for my dryer repair,routine,callback,0
appliance repair,dryer,dryer repair,"my dryer, there's a kind of a burning smell coming out of it",urgent,booked,1
appliance repair,dryer,dryer repair,I'm calling to see what your pricing is for dryer repair,routine,no_sale,1
appliance repair,dryer,dryer repair,"the water but the water is running, but it's not turning",routine,callback,1
appliance repair,dryer,dryer repair,Everything works. It just doesn't heat. It doesn't dry,routine,booked,1
appliance repair,dryer,dryer repair,"I need somebody to come out and fix my dryer, please.",routine,booked,1
appliance repair,dryer,dryer repair,"sometimes I can get it to work, sometimes it doesn't.",routine,booked,1
appliance repair,dryer,dryer repair,looking for appliance repair service in Hazel Crest,routine,callback,0
appliance repair,dryer,dryer repair,I need someone to come and look at it to fix it.,urgent,booked,1
appliance repair,dryer,dryer repair,We're looking for somebody to repair our fridge,routine,booked,1
appliance repair,dryer,dryer repair,I've been looking for a dry repair person today,routine,no_sale,0
appliance repair,dryer,dryer repair,I'm having some issues with my washing machine,routine,booked,1
appliance repair,dryer,dryer repair,"Do you repair dryers in Jacksonville, Florida?",routine,quoted,1
appliance repair,dryer,dryer repair,I don't want to pay $400 or $500 for a repair,routine,booked,0
appliance repair,dryer,dryer repair,I have a friend that needs her dryer fixed.,routine,quoted,1
appliance repair,dryer,dryer repair,that's still a lot of money for a repair,routine,no_sale,1
appliance repair,dryer,dryer repair,i need to discuss this with my husband,routine,no_sale,1
appliance repair,dryer,dryer repair,I need a dryer that needs repaired.,urgent,no_sale,0
appliance repair,dryer,dryer repair,do you do a dryer service? Repair?,routine,no_sale,1
appliance repair,dryer,dryer repair,the heating element's not working,urgent,booked,1
appliance repair,dryer,dryer repair,I have a dryer that needs repair,routine,booked,1
appliance repair,dryer,dryer repair,I have a problem with my dryer,routine,booked,1
appliance repair,dryer,dryer repair,Repair commercial Speed Queen,routine,booked,1
appliance repair,dryer,dryer repair,Dryer heating element repair,routine,booked,1
